Transaction_ID,Date,Time,DateTime,Day_of_Week,Hour,Product,Category,Quantity,Price
TXN0207,2024-11-27,10:50:00,2024-11-27 10:50:00,Wednesday,10,Beef,Meat,3,9.09
TXN0208,2024-11-22,19:05:00,2024-11-22 19:05:00,Friday,19,Bread,Bakery,2,13.17
TXN0208,2024-11-22,19:05:00,2024-11-22 19:05:00,Friday,19,Eggs,Dairy,2,4.51
TXN0208,2024-11-22,19:05:00,2024-11-22 19:05:00,Friday,19,Beef,Meat,1,21.97
TXN0209,2024-11-03,13:27:00,2024-11-03 13:27:00,Sunday,13,Carrots,Vegetables,3,27.81
TXN0209,2024-11-03,13:27:00,2024-11-03 13:27:00,Sunday,13,Cookies,Snacks,1,8.7
TXN0209,2024-11-03,13:27:00,2024-11-03 13:27:00,Sunday,13,Cheese,Dairy,3,26.95
TXN0210,2024-11-16,09:59:00,2024-11-16 09:59:00,Saturday,9,Tomatoes,Vegetables,3,18.2
TXN0211,2024-11-02,08:54:00,2024-11-02 08:54:00,Saturday,8,Bananas,Fruits,1,23.3
TXN0211,2024-11-02,08:54:00,2024-11-02 08:54:00,Saturday,8,Cookies,Snacks,3,25.15
TXN0212,2024-11-30,06:10:00,2024-11-30 06:10:00,Saturday,6,Cookies,Snacks,2,13.35
TXN0212,2024-11-30,06:10:00,2024-11-30 06:10:00,Saturday,6,Beef,Meat,3,6.77
TXN0212,2024-11-30,06:10:00,2024-11-30 06:10:00,Saturday,6,Juice,Beverages,3,22.54
TXN0213,2024-11-17,18:22:00,2024-11-17 18:22:00,Sunday,18,Rice,Grains,1,25.63
TXN0214,2024-11-11,16:39:00,2024-11-11 16:39:00,Monday,16,Beef,Meat,2,9.15
TXN0214,2024-11-11,16:39:00,2024-11-11 16:39:00,Monday,16,Carrots,Vegetables,3,28.4
TXN0214,2024-11-11,16:39:00,2024-11-11 16:39:00,Monday,16,Milk,Dairy,2,8.0
TXN0214,2024-11-11,16:39:00,2024-11-11 16:39:00,Monday,16,Tomatoes,Vegetables,3,20.83
TXN0214,2024-11-11,16:39:00,2024-11-11 16:39:00,Monday,16,Pasta,Grains,1,23.84
TXN0215,2024-11-10,19:45:00,2024-11-10 19:45:00,Sunday,19,Tomatoes,Vegetables,1,13.25
TXN0216,2024-11-26,16:47:00,2024-11-26 16:47:00,Tuesday,16,Chicken,Meat,1,3.13
TXN0216,2024-11-26,16:47:00,2024-11-26 16:47:00,Tuesday,16,Cheese,Dairy,2,15.0
TXN0217,2024-11-25,09:08:00,2024-11-25 09:08:00,Monday,9,Rice,Grains,2,18.03
TXN0218,2024-11-17,11:01:00,2024-11-17 11:01:00,Sunday,11,Juice,Beverages,1,19.11
TXN0219,2024-11-26,10:24:00,2024-11-26 10:24:00,Tuesday,10,Rice,Grains,2,24.03
TXN0220,2024-11-24,20:57:00,2024-11-24 20:57:00,Sunday,20,Oranges,Fruits,1,6.74
TXN0220,2024-11-24,20:57:00,2024-11-24 20:57:00,Sunday,20,Cookies,Snacks,2,10.24
TXN0220,2024-11-24,20:57:00,2024-11-24 20:57:00,Sunday,20,Tea,Beverages,1,4.7
TXN0220,2024-11-24,20:57:00,2024-11-24 20:57:00,Sunday,20,Apples,Fruits,2,10.44
TXN0220,2024-11-24,20:57:00,2024-11-24 20:57:00,Sunday,20,Beef,Meat,2,16.06
TXN0221,2024-11-03,10:15:00,2024-11-03 10:15:00,Sunday,10,Coffee,Beverages,1,6.65
TXN0221,2024-11-03,10:15:00,2024-11-03 10:15:00,Sunday,10,Bananas,Fruits,1,28.61
TXN0221,2024-11-03,10:15:00,2024-11-03 10:15:00,Sunday,10,Pasta,Grains,2,25.71
TXN0222,2024-11-13,19:21:00,2024-11-13 19:21:00,Wednesday,19,Rice,Grains,2,19.28
TXN0222,2024-11-13,19:21:00,2024-11-13 19:21:00,Wednesday,19,Yogurt,Dairy,3,8.41
TXN0222,2024-11-13,19:21:00,2024-11-13 19:21:00,Wednesday,19,Lettuce,Vegetables,2,7.79
TXN0223,2024-11-13,22:18:00,2024-11-13 22:18:00,Wednesday,22,Coffee,Beverages,2,13.14
TXN0223,2024-11-13,22:18:00,2024-11-13 22:18:00,Wednesday,22,Cookies,Snacks,2,12.85
TXN0223,2024-11-13,22:18:00,2024-11-13 22:18:00,Wednesday,22,Oranges,Fruits,3,8.38
TXN0224,2024-11-18,08:49:00,2024-11-18 08:49:00,Monday,8,Pasta,Grains,2,25.43
TXN0224,2024-11-18,08:49:00,2024-11-18 08:49:00,Monday,8,Bananas,Fruits,1,25.1
TXN0224,2024-11-18,08:49:00,2024-11-18 08:49:00,Monday,8,Chips,Snacks,2,21.16
TXN0225,2024-11-05,16:15:00,2024-11-05 16:15:00,Tuesday,16,Yogurt,Dairy,2,4.99
TXN0225,2024-11-05,16:15:00,2024-11-05 16:15:00,Tuesday,16,Rice,Grains,3,15.93
TXN0226,2024-11-13,14:59:00,2024-11-13 14:59:00,Wednesday,14,Rice,Grains,3,27.17
TXN0226,2024-11-13,14:59:00,2024-11-13 14:59:00,Wednesday,14,Juice,Beverages,3,19.02
TXN0226,2024-11-13,14:59:00,2024-11-13 14:59:00,Wednesday,14,Bread,Bakery,1,5.94
TXN0226,2024-11-13,14:59:00,2024-11-13 14:59:00,Wednesday,14,Chicken,Meat,1,20.75
TXN0227,2024-11-12,08:39:00,2024-11-12 08:39:00,Tuesday,8,Beef,Meat,2,29.06
TXN0228,2024-11-14,07:06:00,2024-11-14 07:06:00,Thursday,7,Tea,Beverages,3,18.66
TXN0228,2024-11-14,07:06:00,2024-11-14 07:06:00,Thursday,7,Chips,Snacks,3,8.96
TXN0229,2024-11-12,11:49:00,2024-11-12 11:49:00,Tuesday,11,Tea,Beverages,1,16.02
TXN0229,2024-11-12,11:49:00,2024-11-12 11:49:00,Tuesday,11,Yogurt,Dairy,2,14.22
TXN0229,2024-11-12,11:49:00,2024-11-12 11:49:00,Tuesday,11,Chicken,Meat,1,6.12
TXN0230,2024-11-24,07:19:00,2024-11-24 07:19:00,Sunday,7,Bananas,Fruits,2,12.39
TXN0230,2024-11-24,07:19:00,2024-11-24 07:19:00,Sunday,7,Tea,Beverages,1,14.82
TXN0231,2024-11-23,12:04:00,2024-11-23 12:04:00,Saturday,12,Cheese,Dairy,2,20.49
TXN0231,2024-11-23,12:04:00,2024-11-23 12:04:00,Saturday,12,Milk,Dairy,3,24.59
TXN0232,2024-11-30,22:15:00,2024-11-30 22:15:00,Saturday,22,Juice,Beverages,3,14.5
TXN0232,2024-11-30,22:15:00,2024-11-30 22:15:00,Saturday,22,Apples,Fruits,2,9.25
TXN0232,2024-11-30,22:15:00,2024-11-30 22:15:00,Saturday,22,Carrots,Vegetables,2,19.99
TXN0233,2024-11-06,16:27:00,2024-11-06 16:27:00,Wednesday,16,Chips,Snacks,2,18.98
TXN0233,2024-11-06,16:27:00,2024-11-06 16:27:00,Wednesday,16,Bananas,Fruits,2,3.11
TXN0234,2024-11-07,08:48:00,2024-11-07 08:48:00,Thursday,8,Eggs,Dairy,3,8.04
TXN0234,2024-11-07,08:48:00,2024-11-07 08:48:00,Thursday,8,Cookies,Snacks,2,8.31
TXN0234,2024-11-07,08:48:00,2024-11-07 08:48:00,Thursday,8,Cheese,Dairy,1,10.07
TXN0235,2024-11-28,13:40:00,2024-11-28 13:40:00,Thursday,13,Beef,Meat,3,6.07
TXN0235,2024-11-28,13:40:00,2024-11-28 13:40:00,Thursday,13,Chips,Snacks,2,25.82
TXN0236,2024-11-20,08:43:00,2024-11-20 08:43:00,Wednesday,8,Lettuce,Vegetables,3,6.61
TXN0236,2024-11-20,08:43:00,2024-11-20 08:43:00,Wednesday,8,Cookies,Snacks,1,9.43
TXN0236,2024-11-20,08:43:00,2024-11-20 08:43:00,Wednesday,8,Eggs,Dairy,1,7.93
TXN0237,2024-11-23,07:24:00,2024-11-23 07:24:00,Saturday,7,Yogurt,Dairy,2,8.01
TXN0237,2024-11-23,07:24:00,2024-11-23 07:24:00,Saturday,7,Cookies,Snacks,3,17.5
TXN0237,2024-11-23,07:24:00,2024-11-23 07:24:00,Saturday,7,Beef,Meat,3,28.12
TXN0238,2024-11-06,14:31:00,2024-11-06 14:31:00,Wednesday,14,Apples,Fruits,2,19.71
TXN0238,2024-11-06,14:31:00,2024-11-06 14:31:00,Wednesday,14,Carrots,Vegetables,2,28.69
TXN0239,2024-11-16,07:52:00,2024-11-16 07:52:00,Saturday,7,Juice,Beverages,3,16.35
TXN0239,2024-11-16,07:52:00,2024-11-16 07:52:00,Saturday,7,Tea,Beverages,3,16.27
TXN0240,2024-11-23,19:31:00,2024-11-23 19:31:00,Saturday,19,Cookies,Snacks,1,10.88
TXN0240,2024-11-23,19:31:00,2024-11-23 19:31:00,Saturday,19,Milk,Dairy,2,9.06
TXN0241,2024-11-10,08:29:00,2024-11-10 08:29:00,Sunday,8,Coffee,Beverages,1,18.45
TXN0241,2024-11-10,08:29:00,2024-11-10 08:29:00,Sunday,8,Juice,Beverages,2,23.92
TXN0241,2024-11-10,08:29:00,2024-11-10 08:29:00,Sunday,8,Tea,Beverages,2,17.63
TXN0242,2024-11-25,05:46:00,2024-11-25 05:46:00,Monday,5,Bananas,Fruits,3,25.4
TXN0242,2024-11-25,05:46:00,2024-11-25 05:46:00,Monday,5,Rice,Grains,1,11.03
TXN0242,2024-11-25,05:46:00,2024-11-25 05:46:00,Monday,5,Cheese,Dairy,1,15.13
TXN0243,2024-11-12,19:05:00,2024-11-12 19:05:00,Tuesday,19,Cheese,Dairy,3,18.86
TXN0243,2024-11-12,19:05:00,2024-11-12 19:05:00,Tuesday,19,Oranges,Fruits,2,26.24
TXN0243,2024-11-12,19:05:00,2024-11-12 19:05:00,Tuesday,19,Bananas,Fruits,3,20.07
TXN0244,2024-11-06,16:50:00,2024-11-06 16:50:00,Wednesday,16,Bananas,Fruits,3,12.46
TXN0244,2024-11-06,16:50:00,2024-11-06 16:50:00,Wednesday,16,Bread,Bakery,2,19.11
TXN0245,2024-11-06,10:45:00,2024-11-06 10:45:00,Wednesday,10,Cookies,Snacks,3,29.6
TXN0245,2024-11-06,10:45:00,2024-11-06 10:45:00,Wednesday,10,Tomatoes,Vegetables,3,25.0
TXN0246,2024-11-05,21:50:00,2024-11-05 21:50:00,Tuesday,21,Bread,Bakery,3,26.37
TXN0246,2024-11-05,21:50:00,2024-11-05 21:50:00,Tuesday,21,Tomatoes,Vegetables,1,6.94
TXN0246,2024-11-05,21:50:00,2024-11-05 21:50:00,Tuesday,21,Yogurt,Dairy,2,25.36
TXN0247,2024-11-25,19:25:00,2024-11-25 19:25:00,Monday,19,Cookies,Snacks,2,15.19
TXN0247,2024-11-25,19:25:00,2024-11-25 19:25:00,Monday,19,Tomatoes,Vegetables,3,24.44
TXN0247,2024-11-25,19:25:00,2024-11-25 19:25:00,Monday,19,Rice,Grains,1,13.87
TXN0248,2024-11-24,09:59:00,2024-11-24 09:59:00,Sunday,9,Pasta,Grains,3,5.5
TXN0248,2024-11-24,09:59:00,2024-11-24 09:59:00,Sunday,9,Coffee,Beverages,2,20.13
TXN0248,2024-11-24,09:59:00,2024-11-24 09:59:00,Sunday,9,Carrots,Vegetables,3,12.66
TXN0248,2024-11-24,09:59:00,2024-11-24 09:59:00,Sunday,9,Milk,Dairy,1,24.47
TXN0249,2024-11-13,09:27:00,2024-11-13 09:27:00,Wednesday,9,Coffee,Beverages,2,17.77
TXN0249,2024-11-13,09:27:00,2024-11-13 09:27:00,Wednesday,9,Tomatoes,Vegetables,1,18.28
TXN0249,2024-11-13,09:27:00,2024-11-13 09:27:00,Wednesday,9,Carrots,Vegetables,2,24.27
TXN0249,2024-11-13,09:27:00,2024-11-13 09:27:00,Wednesday,9,Lettuce,Vegetables,3,23.57
TXN0250,2024-11-02,07:50:00,2024-11-02 07:50:00,Saturday,7,Milk,Dairy,2,3.01
TXN0250,2024-11-02,07:50:00,2024-11-02 07:50:00,Saturday,7,Cheese,Dairy,2,8.45
TXN0250,2024-11-02,07:50:00,2024-11-02 07:50:00,Saturday,7,Apples,Fruits,3,27.54
TXN0250,2024-11-02,07:50:00,2024-11-02 07:50:00,Saturday,7,Pasta,Grains,3,11.14
TXN0251,2024-11-28,21:17:00,2024-11-28 21:17:00,Thursday,21,Chicken,Meat,2,5.22
TXN0252,2024-11-22,20:10:00,2024-11-22 20:10:00,Friday,20,Lettuce,Vegetables,3,21.87
TXN0253,2024-11-08,12:05:00,2024-11-08 12:05:00,Friday,12,Milk,Dairy,1,6.57
TXN0253,2024-11-08,12:05:00,2024-11-08 12:05:00,Friday,12,Bananas,Fruits,1,17.01
TXN0253,2024-11-08,12:05:00,2024-11-08 12:05:00,Friday,12,Coffee,Beverages,2,3.24
TXN0254,2024-11-23,10:07:00,2024-11-23 10:07:00,Saturday,10,Rice,Grains,2,5.4
TXN0254,2024-11-23,10:07:00,2024-11-23 10:07:00,Saturday,10,Yogurt,Dairy,1,5.78
TXN0254,2024-11-23,10:07:00,2024-11-23 10:07:00,Saturday,10,Coffee,Beverages,2,26.78
TXN0254,2024-11-23,10:07:00,2024-11-23 10:07:00,Saturday,10,Eggs,Dairy,1,13.32
TXN0254,2024-11-23,10:07:00,2024-11-23 10:07:00,Saturday,10,Oranges,Fruits,1,20.31
TXN0255,2024-11-22,07:33:00,2024-11-22 07:33:00,Friday,7,Chips,Snacks,2,22.5
TXN0255,2024-11-22,07:33:00,2024-11-22 07:33:00,Friday,7,Apples,Fruits,3,23.19
TXN0255,2024-11-22,07:33:00,2024-11-22 07:33:00,Friday,7,Pasta,Grains,2,19.62
TXN0256,2024-11-15,19:05:00,2024-11-15 19:05:00,Friday,19,Yogurt,Dairy,2,11.48
TXN0256,2024-11-15,19:05:00,2024-11-15 19:05:00,Friday,19,Cheese,Dairy,1,9.68
TXN0256,2024-11-15,19:05:00,2024-11-15 19:05:00,Friday,19,Beef,Meat,3,5.26
TXN0256,2024-11-15,19:05:00,2024-11-15 19:05:00,Friday,19,Chicken,Meat,3,19.22
TXN0257,2024-11-24,16:49:00,2024-11-24 16:49:00,Sunday,16,Milk,Dairy,3,16.75
TXN0257,2024-11-24,16:49:00,2024-11-24 16:49:00,Sunday,16,Lettuce,Vegetables,3,13.57
TXN0257,2024-11-24,16:49:00,2024-11-24 16:49:00,Sunday,16,Bananas,Fruits,3,4.46
TXN0257,2024-11-24,16:49:00,2024-11-24 16:49:00,Sunday,16,Tea,Beverages,1,16.35
TXN0258,2024-11-04,09:40:00,2024-11-04 09:40:00,Monday,9,Tea,Beverages,2,6.55
TXN0258,2024-11-04,09:40:00,2024-11-04 09:40:00,Monday,9,Milk,Dairy,3,14.35
TXN0258,2024-11-04,09:40:00,2024-11-04 09:40:00,Monday,9,Chicken,Meat,3,21.43
TXN0259,2024-11-25,12:49:00,2024-11-25 12:49:00,Monday,12,Cookies,Snacks,1,3.36
TXN0260,2024-11-07,05:03:00,2024-11-07 05:03:00,Thursday,5,Beef,Meat,2,14.43
TXN0260,2024-11-07,05:03:00,2024-11-07 05:03:00,Thursday,5,Tea,Beverages,2,5.22
TXN0260,2024-11-07,05:03:00,2024-11-07 05:03:00,Thursday,5,Lettuce,Vegetables,3,17.51
TXN0260,2024-11-07,05:03:00,2024-11-07 05:03:00,Thursday,5,Cookies,Snacks,1,10.48
TXN0261,2024-11-10,06:58:00,2024-11-10 06:58:00,Sunday,6,Yogurt,Dairy,2,13.54
TXN0261,2024-11-10,06:58:00,2024-11-10 06:58:00,Sunday,6,Juice,Beverages,3,23.6
TXN0262,2024-11-21,17:04:00,2024-11-21 17:04:00,Thursday,17,Rice,Grains,1,9.59
TXN0262,2024-11-21,17:04:00,2024-11-21 17:04:00,Thursday,17,Oranges,Fruits,2,6.12
TXN0263,2024-11-20,16:19:00,2024-11-20 16:19:00,Wednesday,16,Apples,Fruits,3,6.69
TXN0263,2024-11-20,16:19:00,2024-11-20 16:19:00,Wednesday,16,Cheese,Dairy,1,7.41
TXN0263,2024-11-20,16:19:00,2024-11-20 16:19:00,Wednesday,16,Milk,Dairy,2,17.11
TXN0264,2024-11-26,19:16:00,2024-11-26 19:16:00,Tuesday,19,Yogurt,Dairy,3,26.92
TXN0264,2024-11-26,19:16:00,2024-11-26 19:16:00,Tuesday,19,Tomatoes,Vegetables,1,12.04
TXN0265,2024-11-14,09:04:00,2024-11-14 09:04:00,Thursday,9,Cookies,Snacks,2,15.28
TXN0265,2024-11-14,09:04:00,2024-11-14 09:04:00,Thursday,9,Eggs,Dairy,2,4.49
TXN0266,2024-11-28,15:23:00,2024-11-28 15:23:00,Thursday,15,Cheese,Dairy,3,22.51
TXN0266,2024-11-28,15:23:00,2024-11-28 15:23:00,Thursday,15,Cookies,Snacks,1,22.99
TXN0267,2024-11-01,05:55:00,2024-11-01 05:55:00,Friday,5,Bread,Bakery,2,12.82
TXN0268,2024-11-30,08:59:00,2024-11-30 08:59:00,Saturday,8,Bread,Bakery,1,14.23
TXN0268,2024-11-30,08:59:00,2024-11-30 08:59:00,Saturday,8,Juice,Beverages,3,11.63
TXN0268,2024-11-30,08:59:00,2024-11-30 08:59:00,Saturday,8,Rice,Grains,1,18.42
TXN0268,2024-11-30,08:59:00,2024-11-30 08:59:00,Saturday,8,Oranges,Fruits,1,16.55
TXN0268,2024-11-30,08:59:00,2024-11-30 08:59:00,Saturday,8,Carrots,Vegetables,1,7.83
TXN0269,2024-11-26,13:02:00,2024-11-26 13:02:00,Tuesday,13,Eggs,Dairy,1,17.92
TXN0269,2024-11-26,13:02:00,2024-11-26 13:02:00,Tuesday,13,Pasta,Grains,1,12.95
TXN0269,2024-11-26,13:02:00,2024-11-26 13:02:00,Tuesday,13,Lettuce,Vegetables,2,18.21
TXN0269,2024-11-26,13:02:00,2024-11-26 13:02:00,Tuesday,13,Juice,Beverages,2,22.96
TXN0269,2024-11-26,13:02:00,2024-11-26 13:02:00,Tuesday,13,Carrots,Vegetables,1,15.52
TXN0270,2024-11-19,22:49:00,2024-11-19 22:49:00,Tuesday,22,Juice,Beverages,2,3.64
TXN0270,2024-11-19,22:49:00,2024-11-19 22:49:00,Tuesday,22,Oranges,Fruits,3,12.34
TXN0270,2024-11-19,22:49:00,2024-11-19 22:49:00,Tuesday,22,Yogurt,Dairy,3,26.67
TXN0270,2024-11-19,22:49:00,2024-11-19 22:49:00,Tuesday,22,Milk,Dairy,2,3.03
TXN0271,2024-11-22,11:47:00,2024-11-22 11:47:00,Friday,11,Cheese,Dairy,1,14.33
TXN0271,2024-11-22,11:47:00,2024-11-22 11:47:00,Friday,11,Bananas,Fruits,1,29.25
TXN0271,2024-11-22,11:47:00,2024-11-22 11:47:00,Friday,11,Tea,Beverages,1,22.2
TXN0272,2024-11-03,05:14:00,2024-11-03 05:14:00,Sunday,5,Tea,Beverages,3,5.28
TXN0272,2024-11-03,05:14:00,2024-11-03 05:14:00,Sunday,5,Rice,Grains,1,16.64
TXN0272,2024-11-03,05:14:00,2024-11-03 05:14:00,Sunday,5,Chicken,Meat,3,25.13
TXN0272,2024-11-03,05:14:00,2024-11-03 05:14:00,Sunday,5,Pasta,Grains,1,18.97
TXN0273,2024-11-02,12:08:00,2024-11-02 12:08:00,Saturday,12,Tomatoes,Vegetables,2,21.91
TXN0273,2024-11-02,12:08:00,2024-11-02 12:08:00,Saturday,12,Carrots,Vegetables,3,11.8
TXN0274,2024-11-15,09:04:00,2024-11-15 09:04:00,Friday,9,Yogurt,Dairy,1,7.43
TXN0274,2024-11-15,09:04:00,2024-11-15 09:04:00,Friday,9,Cookies,Snacks,2,11.47
TXN0274,2024-11-15,09:04:00,2024-11-15 09:04:00,Friday,9,Cheese,Dairy,1,17.46
TXN0274,2024-11-15,09:04:00,2024-11-15 09:04:00,Friday,9,Chips,Snacks,1,15.19
TXN0275,2024-11-15,09:07:00,2024-11-15 09:07:00,Friday,9,Lettuce,Vegetables,3,21.81
TXN0276,2024-11-02,09:54:00,2024-11-02 09:54:00,Saturday,9,Eggs,Dairy,2,13.69
TXN0276,2024-11-02,09:54:00,2024-11-02 09:54:00,Saturday,9,Oranges,Fruits,1,21.27
TXN0277,2024-11-09,19:11:00,2024-11-09 19:11:00,Saturday,19,Beef,Meat,2,18.0
TXN0278,2024-11-18,09:29:00,2024-11-18 09:29:00,Monday,9,Yogurt,Dairy,1,4.66
TXN0278,2024-11-18,09:29:00,2024-11-18 09:29:00,Monday,9,Cheese,Dairy,1,6.52
TXN0279,2024-11-27,11:43:00,2024-11-27 11:43:00,Wednesday,11,Eggs,Dairy,1,3.58
TXN0279,2024-11-27,11:43:00,2024-11-27 11:43:00,Wednesday,11,Cookies,Snacks,1,8.33
TXN0279,2024-11-27,11:43:00,2024-11-27 11:43:00,Wednesday,11,Tomatoes,Vegetables,3,14.96
TXN0280,2024-11-05,06:54:00,2024-11-05 06:54:00,Tuesday,6,Carrots,Vegetables,1,7.53
TXN0280,2024-11-05,06:54:00,2024-11-05 06:54:00,Tuesday,6,Cheese,Dairy,3,14.69
TXN0280,2024-11-05,06:54:00,2024-11-05 06:54:00,Tuesday,6,Bread,Bakery,3,13.65
TXN0280,2024-11-05,06:54:00,2024-11-05 06:54:00,Tuesday,6,Pasta,Grains,1,13.32
TXN0281,2024-11-14,08:13:00,2024-11-14 08:13:00,Thursday,8,Tomatoes,Vegetables,1,19.57
TXN0281,2024-11-14,08:13:00,2024-11-14 08:13:00,Thursday,8,Chips,Snacks,3,9.63
TXN0281,2024-11-14,08:13:00,2024-11-14 08:13:00,Thursday,8,Pasta,Grains,2,16.46
TXN0281,2024-11-14,08:13:00,2024-11-14 08:13:00,Thursday,8,Yogurt,Dairy,3,15.92
TXN0282,2024-11-03,09:08:00,2024-11-03 09:08:00,Sunday,9,Tea,Beverages,1,29.7
TXN0282,2024-11-03,09:08:00,2024-11-03 09:08:00,Sunday,9,Oranges,Fruits,3,12.69
TXN0282,2024-11-03,09:08:00,2024-11-03 09:08:00,Sunday,9,Juice,Beverages,3,24.09
TXN0283,2024-11-12,20:32:00,2024-11-12 20:32:00,Tuesday,20,Tomatoes,Vegetables,1,11.6
TXN0283,2024-11-12,20:32:00,2024-11-12 20:32:00,Tuesday,20,Apples,Fruits,1,3.78
TXN0284,2024-11-26,18:03:00,2024-11-26 18:03:00,Tuesday,18,Coffee,Beverages,1,5.69
TXN0284,2024-11-26,18:03:00,2024-11-26 18:03:00,Tuesday,18,Tea,Beverages,3,9.5
TXN0284,2024-11-26,18:03:00,2024-11-26 18:03:00,Tuesday,18,Chicken,Meat,3,25.03
TXN0284,2024-11-26,18:03:00,2024-11-26 18:03:00,Tuesday,18,Oranges,Fruits,3,4.5
TXN0285,2024-11-08,15:51:00,2024-11-08 15:51:00,Friday,15,Apples,Fruits,1,18.99
TXN0285,2024-11-08,15:51:00,2024-11-08 15:51:00,Friday,15,Chips,Snacks,3,21.83
TXN0286,2024-11-30,15:45:00,2024-11-30 15:45:00,Saturday,15,Cookies,Snacks,3,28.6
TXN0286,2024-11-30,15:45:00,2024-11-30 15:45:00,Saturday,15,Chips,Snacks,2,17.63
TXN0286,2024-11-30,15:45:00,2024-11-30 15:45:00,Saturday,15,Yogurt,Dairy,1,16.23
TXN0287,2024-11-03,05:38:00,2024-11-03 05:38:00,Sunday,5,Tea,Beverages,1,11.95
TXN0287,2024-11-03,05:38:00,2024-11-03 05:38:00,Sunday,5,Coffee,Beverages,3,8.43
TXN0288,2024-11-05,10:11:00,2024-11-05 10:11:00,Tuesday,10,Carrots,Vegetables,3,22.02
TXN0288,2024-11-05,10:11:00,2024-11-05 10:11:00,Tuesday,10,Bread,Bakery,1,23.9
TXN0288,2024-11-05,10:11:00,2024-11-05 10:11:00,Tuesday,10,Milk,Dairy,3,26.23
TXN0288,2024-11-05,10:11:00,2024-11-05 10:11:00,Tuesday,10,Yogurt,Dairy,1,13.08
TXN0289,2024-11-22,11:06:00,2024-11-22 11:06:00,Friday,11,Carrots,Vegetables,1,22.76
TXN0289,2024-11-22,11:06:00,2024-11-22 11:06:00,Friday,11,Yogurt,Dairy,2,24.37
TXN0290,2024-11-16,17:11:00,2024-11-16 17:11:00,Saturday,17,Juice,Beverages,3,18.89
TXN0290,2024-11-16,17:11:00,2024-11-16 17:11:00,Saturday,17,Chicken,Meat,1,13.21
TXN0290,2024-11-16,17:11:00,2024-11-16 17:11:00,Saturday,17,Oranges,Fruits,3,21.58
TXN0291,2024-11-05,08:00:00,2024-11-05 08:00:00,Tuesday,8,Cookies,Snacks,3,11.58
TXN0291,2024-11-05,08:00:00,2024-11-05 08:00:00,Tuesday,8,Beef,Meat,3,8.95
TXN0291,2024-11-05,08:00:00,2024-11-05 08:00:00,Tuesday,8,Bread,Bakery,3,5.8
TXN0291,2024-11-05,08:00:00,2024-11-05 08:00:00,Tuesday,8,Apples,Fruits,2,6.79
TXN0292,2024-11-24,06:22:00,2024-11-24 06:22:00,Sunday,6,Apples,Fruits,2,8.65
TXN0292,2024-11-24,06:22:00,2024-11-24 06:22:00,Sunday,6,Eggs,Dairy,3,4.82
TXN0292,2024-11-24,06:22:00,2024-11-24 06:22:00,Sunday,6,Carrots,Vegetables,2,24.24
TXN0292,2024-11-24,06:22:00,2024-11-24 06:22:00,Sunday,6,Pasta,Grains,3,3.02
TXN0292,2024-11-24,06:22:00,2024-11-24 06:22:00,Sunday,6,Milk,Dairy,2,14.82
TXN0293,2024-11-14,22:56:00,2024-11-14 22:56:00,Thursday,22,Beef,Meat,2,5.73
TXN0293,2024-11-14,22:56:00,2024-11-14 22:56:00,Thursday,22,Chicken,Meat,2,24.29
TXN0293,2024-11-14,22:56:00,2024-11-14 22:56:00,Thursday,22,Juice,Beverages,3,20.57
TXN0294,2024-11-22,09:28:00,2024-11-22 09:28:00,Friday,9,Bread,Bakery,2,3.53
TXN0295,2024-11-09,21:04:00,2024-11-09 21:04:00,Saturday,21,Beef,Meat,3,5.02
TXN0295,2024-11-09,21:04:00,2024-11-09 21:04:00,Saturday,21,Apples,Fruits,1,12.11
TXN0296,2024-11-20,20:45:00,2024-11-20 20:45:00,Wednesday,20,Apples,Fruits,3,27.01
TXN0297,2024-11-06,05:21:00,2024-11-06 05:21:00,Wednesday,5,Bananas,Fruits,3,17.95
TXN0297,2024-11-06,05:21:00,2024-11-06 05:21:00,Wednesday,5,Rice,Grains,3,17.57
TXN0298,2024-11-22,09:15:00,2024-11-22 09:15:00,Friday,9,Beef,Meat,3,17.83
TXN0299,2024-11-16,08:23:00,2024-11-16 08:23:00,Saturday,8,Eggs,Dairy,2,25.24
TXN0300,2024-11-21,16:12:00,2024-11-21 16:12:00,Thursday,16,Bananas,Fruits,1,20.22
TXN0301,2024-11-03,12:07:00,2024-11-03 12:07:00,Sunday,12,Beef,Meat,2,27.15
TXN0301,2024-11-03,12:07:00,2024-11-03 12:07:00,Sunday,12,Coffee,Beverages,2,5.45
TXN0302,2024-11-18,11:23:00,2024-11-18 11:23:00,Monday,11,Chicken,Meat,2,14.86
TXN0302,2024-11-18,11:23:00,2024-11-18 11:23:00,Monday,11,Apples,Fruits,2,9.1
TXN0302,2024-11-18,11:23:00,2024-11-18 11:23:00,Monday,11,Pasta,Grains,2,18.22
TXN0302,2024-11-18,11:23:00,2024-11-18 11:23:00,Monday,11,Bread,Bakery,1,23.3
TXN0303,2024-11-22,07:42:00,2024-11-22 07:42:00,Friday,7,Juice,Beverages,3,9.13
TXN0303,2024-11-22,07:42:00,2024-11-22 07:42:00,Friday,7,Rice,Grains,1,25.69
TXN0304,2024-11-27,14:34:00,2024-11-27 14:34:00,Wednesday,14,Coffee,Beverages,2,11.06
TXN0304,2024-11-27,14:34:00,2024-11-27 14:34:00,Wednesday,14,Cookies,Snacks,2,27.36
